"Mic","Note","Vel","Name","PeakDb","T_m40ms","T_m30ms","T_m20ms","T_m12ms","TpeakMs"
"Close 8","E3","54","E3_v54_e0_rr1 DPA CFIII.wav","-22.5","0","1.854","1.958","2.25","48.4"
"Close 8","E3","63","E3_v63_e0_rr1 DPA CFIII.wav","-19.7","0.042","0.292","2","2.25","39.38"
"Close 8","E3","72","E3_v72_e0_rr1 DPA CFIII.wav","-16.7","0.083","1.958","2.042","2.229","45.46"
"Close 8","E3","81","E3_v81_e0_rr1 DPA CFIII.wav","-14","0","0.75","2.042","2.208","39.42"
"Close 8","E3","90","E3_v90_e0_rr1 DPA CFIII.wav","-11.7","0","0.25","2.042","2.229","45.48"
"Close 8","E3","99","E3_v99_e0_rr1 DPA CFIII.wav","-10","0.104","1.812","3.604","3.792","59.06"
"Close 8","E3","9","E3_v9_e0_rr1 DPA CFIII.wav","-37.7","0.521","0.854","1.312","4.938","38.77"
"Close 8","E4","108","E4_v108_e0_rr1 DPA CFIII.wav","-8.2","0.354","6.375","7.375","7.5","24.12"
"Close 8","E4","117","E4_v117_e0_rr1 DPA CFIII.wav","-5.6","2.521","6.375","6.521","7.5","24.12"
"Close 8","E4","127","E4_v127_e0_rr1 DPA CFIII.wav","-4.5","0","6.375","6.542","7.5","24.15"
"Close 8","E4","18","E4_v18_e0_rr1 DPA CFIII.wav","-44.9","0.292","4.771","7.75","8","16.48"
"Close 8","E4","27","E4_v27_e0_rr1 DPA CFIII.wav","-35.9","0","6.396","7.354","7.521","10.67"
"Close 8","E4","36","E4_v36_e0_rr1 DPA CFIII.wav","-32.1","1.917","6.479","7.375","7.521","24.29"
"Close 8","E4","54","E4_v54_e0_rr1 DPA CFIII.wav","-28.4","0","6.479","7.396","7.5","24.25"
"Close 8","E4","63","E4_v63_e0_rr1 DPA CFIII.wav","-25.2","1.417","6.458","7.375","7.479","24.21"
"Close 8","E4","72","E4_v72_e0_rr1 DPA CFIII.wav","-21.3","3.812","6.479","7.396","7.5","24.21"
"Close 8","E4","81","E4_v81_e0_rr1 DPA CFIII.wav","-17","5.208","6.479","7.396","7.5","24.19"
"Close 8","E4","90","E4_v90_e0_rr1 DPA CFIII.wav","-13","0","6.458","7.375","7.479","24.17"
"Close 8","E4","99","E4_v99_e0_rr1 DPA CFIII.wav","-11.2","0.958","6.479","7.396","7.479","24.17"
"Close 8","E4","9","E4_v9_e0_rr1 DPA CFIII.wav","-62.3","0","0.021","28.062","37.625","103.5"
"Close 8","E6","108","E6_v108_e0_rr1 DPA CFIII.wav","-6.6","6.875","6.979","7.229","7.896","13.35"
"Close 8","E6","117","E6_v117_e0_rr1 DPA CFIII.wav","-3.7","6.854","6.938","7.25","7.917","13.35"
"Close 8","E6","127","E6_v127_e0_rr1 DPA CFIII.wav","-2.7","0.312","6.896","7.229","7.896","13.35"
"Close 8","E6","18","E6_v18_e0_rr1 DPA CFIII.wav","-50.4","0","0.354","8.229","9.229","14.25"
"Close 8","E6","27","E6_v27_e0_rr1 DPA CFIII.wav","-39.8","0","4.167","8.375","8.958","13.9"
"Close 8","E6","36","E6_v36_e0_rr1 DPA CFIII.wav","-35.1","1.917","7.083","7.854","8.458","13.4"
"Close 8","E6","54","E6_v54_e0_rr1 DPA CFIII.wav","-32","4.417","6.896","7.854","8.458","13.38"
"Close 8","E6","63","E6_v63_e0_rr1 DPA CFIII.wav","-27","4.812","7.104","7.833","8.458","13.35"
"Close 8","E6","72","E6_v72_e0_rr1 DPA CFIII.wav","-22.1","6.833","7.104","7.708","8.458","13.35"
"Close 8","E6","81","E6_v81_e0_rr1 DPA CFIII.wav","-16.8","6.854","7.125","7.375","8.104","13.33"
"Close 8","E6","90","E6_v90_e0_rr1 DPA CFIII.wav","-11.5","6.667","6.938","7.188","7.708","13.15"
"Close 8","E6","99","E6_v99_e0_rr1 DPA CFIII.wav","-9.7","6.688","6.938","7.083","7.708","13.17"
"Close 8","E6","9","E6_v9_e0_rr1 DPA CFIII.wav","-53.8","0","0.083","8.812","8.938","14.12"
"Close 9","F0","108","F0_v108_e0_rr1 DPA CFIII.wav","-6.9","0.021","1.562","4.438","14.208","39.73"
"Close 9","F0","117","F0_v117_e0_rr1 DPA CFIII.wav","-4.8","0","0","0.104","4.167","12.02"
"Close 9","F0","127","F0_v127_e0_rr1 DPA CFIII.wav","-4.3","0","0.021","0.562","1.562","34.54"
"Close 9","F0","18","F0_v18_e0_rr1 DPA CFIII.wav","-29.5","0","3.729","8.604","8.875","34.67"
"Close 9","F0","36","F0_v36_e0_rr1 DPA CFIII.wav","-26.6","0","0.917","7.167","8.896","34.6"
"Close 9","F0","45","F0_v45_e0_rr1 DPA CFIII.wav","-22.5","1.875","13.75","23.229","25","50.67"
"Close 9","F0","54","F0_v54_e0_rr1 DPA CFIII.wav","-18.9","1.333","2.042","14.667","16.542","42.17"
"Close 9","F0","63","F0_v63_e0_rr1 DPA CFIII.wav","-16.3","0","0.833","4.542","10.75","36.33"
"Close 9","F0","72","F0_v72_e0_rr1 DPA CFIII.wav","-14.3","0.958","6.583","13.083","21.021","46.6"
"Close 9","F0","81","F0_v81_e0_rr1 DPA CFIII.wav","-11.8","2.458","5.688","9.021","17.417","20.5"
"Close 9","F0","90","F0_v90_e0_rr1 DPA CFIII.wav","-10.3","3.167","3.708","9.688","18.083","21.17"
"Close 9","F0","99","F0_v99_e0_rr1 DPA CFIII.wav","-9.1","1.5","1.625","6.292","16","41.56"
"Close 9","F0","9","F0_v9_e0_rr1 DPA CFIII.wav","-34.3","0.25","3.375","8.333","8.729","34.62"
"Close 9","F1","108","F1_v108_e0_rr1 DPA CFIII.wav","-9","2.25","2.583","2.646","11.771","15.52"
"Close 9","F1","117","F1_v117_e0_rr1 DPA CFIII.wav","-7","0","0","4.312","8.396","12.77"
"Close 9","F1","127","F1_v127_e0_rr1 DPA CFIII.wav","-6.2","0","0","4.312","9","12.75"
"Close 9","F1","18","F1_v18_e0_rr1 DPA CFIII.wav","-32.2","0.979","9.667","10.75","10.979","83.44"
"Close 9","F1","36","F1_v36_e0_rr1 DPA CFIII.wav","-30.1","0.042","8.688","9.875","10.083","82.5"
"Close 9","F1","45","F1_v45_e0_rr1 DPA CFIII.wav","-26.5","0","11.229","12.417","12.625","130.81"
"Close 9","F1","54","F1_v54_e0_rr1 DPA CFIII.wav","-23.4","0.792","2.458","10.896","11.583","129.71"
"Close 9","F1","63","F1_v63_e0_rr1 DPA CFIII.wav","-20.4","0.062","0.167","8.229","9.354","13.17"
"Close 9","F1","72","F1_v72_e0_rr1 DPA CFIII.wav","-17.5","0.583","0.708","8.75","9.938","13.75"
"Close 9","F1","81","F1_v81_e0_rr1 DPA CFIII.wav","-14.8","2.833","3","11.042","12.25","16.04"
"Close 9","F1","90","F1_v90_e0_rr1 DPA CFIII.wav","-13.3","5.312","5.438","10.458","14.625","18.4"
"Close 9","F1","99","F1_v99_e0_rr1 DPA CFIII.wav","-11.8","0","0","4.312","9","12.77"
"Close 9","F1","9","F1_v9_e0_rr1 DPA CFIII.wav","-40.6","0","7.146","8.417","9.417","71.77"
"Close 9","F2","108","F2_v108_e0_rr1 DPA CFIII.wav","-10.3","0","4.771","4.917","8.708","125.98"
"Close 9","F2","117","F2_v117_e0_rr1 DPA CFIII.wav","-8","0","4.792","4.917","8.729","125.98"
"Close 9","F2","127","F2_v127_e0_rr1 DPA CFIII.wav","-7.2","1.062","2.958","4.896","8.729","125.94"
"Close 9","F2","18","F2_v18_e0_rr1 DPA CFIII.wav","-31.6","0","4.646","8.729","8.875","91.5"
"Close 9","F2","27","F2_v27_e0_rr1 DPA CFIII.wav","-29.2","1.042","4.729","8.292","8.917","80.15"
"Close 9","F2","45","F2_v45_e0_rr1 DPA CFIII.wav","-27.7","1.271","4.667","8.354","8.917","80.17"
"Close 9","F2","54","F2_v54_e0_rr1 DPA CFIII.wav","-25.4","1.646","4.667","8.354","8.917","80.17"
"Close 9","F2","63","F2_v63_e0_rr1 DPA CFIII.wav","-22.7","1.104","4.667","8.333","8.958","74.5"
"Close 9","F2","72","F2_v72_e0_rr1 DPA CFIII.wav","-19.5","0.417","4.729","8.375","8.958","74.54"
"Close 9","F2","81","F2_v81_e0_rr1 DPA CFIII.wav","-16.8","1.042","4.854","8.417","8.708","131.62"
"Close 9","F2","90","F2_v90_e0_rr1 DPA CFIII.wav","-15.1","1.083","4.854","4.938","8.708","131.62"
"Close 9","F2","99","F2_v99_e0_rr1 DPA CFIII.wav","-13.1","1.042","4.729","4.896","8.667","125.98"
"Close 9","F2","9","F2_v9_e0_rr1 DPA CFIII.wav","-36.2","0.021","4.375","8.604","8.812","108.54"
"Close 9","F3","108","F3_v108_e0_rr1 DPA CFIII.wav","-8.9","0.562","0.667","2.333","2.438","22"
"Close 9","F3","117","F3_v117_e0_rr1 DPA CFIII.wav","-5.7","0","0.104","1.562","1.896","21.42"
"Close 9","F3","127","F3_v127_e0_rr1 DPA CFIII.wav","-4.7","0","0.062","1.542","1.896","21.4"
"Close 9","F3","18","F3_v18_e0_rr1 DPA CFIII.wav","-34.8","0","0","0.188","0.458","11.4"
"Close 9","F3","27","F3_v27_e0_rr1 DPA CFIII.wav","-31.1","0","0.562","0.833","1.042","12"
"Close 9","F3","36","F3_v36_e0_rr1 DPA CFIII.wav","-29.6","0.167","0.458","0.583","0.75","11.71"
"Close 9","F3","45","F3_v45_e0_rr1 DPA CFIII.wav","-27.9","0","1.646","1.938","2.104","13.04"
"Close 9","F3","54","F3_v54_e0_rr1 DPA CFIII.wav","-25.6","0","0.854","0.938","1.083","12.02"
"Close 9","F3","63","F3_v63_e0_rr1 DPA CFIII.wav","-22.4","0.208","1.479","1.812","1.938","12.88"
"Close 9","F3","72","F3_v72_e0_rr1 DPA CFIII.wav","-19.1","0","0.562","1.75","1.875","12.79"
"Close 9","F3","81","F3_v81_e0_rr1 DPA CFIII.wav","-15.9","0.042","0.104","1.729","1.833","12.77"
"Close 9","F3","90","F3_v90_e0_rr1 DPA CFIII.wav","-13.7","0","0.062","1.729","1.833","12.77"
"Close 9","F3","99","F3_v99_e0_rr1 DPA CFIII.wav","-11.9","0","0.083","1.771","1.875","21.44"
"Close 9","F3","9","F3_v9_e0_rr1 DPA CFIII.wav","-42.5","0","0","1.562","2.021","12.94"
"Close 9","F4","108","F4_v108_e0_rr1 DPA CFIII.wav","-9.7","0","4.104","4.333","5.104","21.4"
"Close 9","F4","117","F4_v117_e0_rr1 DPA CFIII.wav","-6.6","0.667","5.938","6.062","6.958","23.25"
"Close 9","F4","127","F4_v127_e0_rr1 DPA CFIII.wav","-5.5","0","0.417","6.625","7.521","23.81"
"Close 9","F4","18","F4_v18_e0_rr1 DPA CFIII.wav","-44.3","0","0","2.438","2.667","5.69"
"Close 9","F4","27","F4_v27_e0_rr1 DPA CFIII.wav","-36.6","0","0.562","0.812","1.625","4.67"
"Close 9","F4","36","F4_v36_e0_rr1 DPA CFIII.wav","-32.8","0","2.375","3.271","3.417","6.44"
"Close 9","F4","54","F4_v54_e0_rr1 DPA CFIII.wav","-29.8","0","1.792","2.625","2.75","5.79"
"Close 9","F4","63","F4_v63_e0_rr1 DPA CFIII.wav","-26.6","0","1.438","2.312","2.417","5.46"
"Close 9","F4","72","F4_v72_e0_rr1 DPA CFIII.wav","-23.1","0.021","1.938","2.792","2.854","5.9"
"Close 9","F4","81","F4_v81_e0_rr1 DPA CFIII.wav","-19.7","0.812","2.188","2.333","3.125","6.15"
"Close 9","F4","90","F4_v90_e0_rr1 DPA CFIII.wav","-15.1","0.104","2.438","2.542","3.354","22.46"
"Close 9","F4","99","F4_v99_e0_rr1 DPA CFIII.wav","-12.9","0.271","1.812","1.958","2.729","19"
"Close 9","F4","9","F4_v9_e0_rr1 DPA CFIII.wav","-58","0","0","0","6.854","80.1"
"Close 9","F5","108","F5_v108_e0_rr1 DPA CFIII.wav","-11.3","1.479","8.542","8.562","9","27.04"
"Close 9","F5","117","F5_v117_e0_rr1 DPA CFIII.wav","-7.5","0","6.333","8.583","9.021","22.33"
"Close 9","F5","127","F5_v127_e0_rr1 DPA CFIII.wav","-6.5","0","8.521","8.583","9","22.33"
"Close 9","F5","18","F5_v18_e0_rr1 DPA CFIII.wav","-58","0","0","0.646","9.021","19.29"
"Close 9","F5","27","F5_v27_e0_rr1 DPA CFIII.wav","-42","0.042","3.271","4.875","6.438","16.56"
"Close 9","F5","36","F5_v36_e0_rr1 DPA CFIII.wav","-38.5","1.375","4.75","4.875","6.417","16.54"
"Close 9","F5","54","F5_v54_e0_rr1 DPA CFIII.wav","-34.8","0.188","0.688","4.958","5.458","23.94"
"Close 9","F5","63","F5_v63_e0_rr1 DPA CFIII.wav","-32.2","0","4.875","4.958","5.479","23.52"
"Close 9","F5","72","F5_v72_e0_rr1 DPA CFIII.wav","-27.3","2.333","4.917","5","5.438","23.52"
"Close 9","F5","81","F5_v81_e0_rr1 DPA CFIII.wav","-22.3","0.021","5.167","5.25","5.688","23.75"
"Close 9","F5","90","F5_v90_e0_rr1 DPA CFIII.wav","-16.4","0.854","8.5","8.542","9","27.04"
"Close 9","F5","99","F5_v99_e0_rr1 DPA CFIII.wav","-14.3","0","8.542","8.562","9","27.06"
"Close 9","F5","9","F5_v9_e0_rr1 DPA CFIII.wav","-62.8","0","0.708","23.646","60.438","122.98"
"Close 9","F6","108","F6_v108_e0_rr1 DPA CFIII.wav","-13.5","4.083","8.062","8.396","8.583","11.48"
"Close 9","F6","117","F6_v117_e0_rr1 DPA CFIII.wav","-9.8","0","8.479","8.812","9","11.9"
"Close 9","F6","127","F6_v127_e0_rr1 DPA CFIII.wav","-8.6","1.708","8.458","8.833","9","11.9"
"Close 9","F6","18","F6_v18_e0_rr1 DPA CFIII.wav","-55","0","0","7.708","8.417","13.48"
"Close 9","F6","27","F6_v27_e0_rr1 DPA CFIII.wav","-44.5","0","4.042","7.75","8.479","13.48"
"Close 9","F6","45","F6_v45_e0_rr1 DPA CFIII.wav","-41.1","1.375","4.75","7.292","8.5","13.5"
"Close 9","F6","54","F6_v54_e0_rr1 DPA CFIII.wav","-39.4","0.417","6.292","7.458","8","13.46"
"Close 9","F6","63","F6_v63_e0_rr1 DPA CFIII.wav","-34.9","3.896","8.021","8.25","8.958","13.06"
"Close 9","F6","72","F6_v72_e0_rr1 DPA CFIII.wav","-29.3","4.146","8.042","8.292","9","13.1"
"Close 9","F6","81","F6_v81_e0_rr1 DPA CFIII.wav","-24.5","8","8.042","8.312","9","13.1"
"Close 9","F6","90","F6_v90_e0_rr1 DPA CFIII.wav","-19","7.917","8.083","8.333","8.583","13.1"
"Close 9","F6","99","F6_v99_e0_rr1 DPA CFIII.wav","-17.1","7.5","8.062","8.333","8.583","11.29"
"Close 9","F6","9","F6_v9_e0_rr1 DPA CFIII.wav","-58.4","0","0","4.208","9.062","30.44"
"Close 10","F#0","108","F#0_v108_e0_rr1 DPA CFIII.wav","-8.9","0.021","0.062","0.25","8.667","33.12"
"Close 10","F#0","117","F#0_v117_e0_rr1 DPA CFIII.wav","-6.1","0","0.083","0.271","8.646","33.12"
"Close 10","F#0","127","F#0_v127_e0_rr1 DPA CFIII.wav","-5.4","0","0","0.271","8.646","33.12"
"Close 10","F#0","18","F#0_v18_e0_rr1 DPA CFIII.wav","-30.4","0","15.021","19.396","19.938","44.38"
"Close 10","F#0","27","F#0_v27_e0_rr1 DPA CFIII.wav","-28.3","0.562","15.604","24.292","24.75","49.12"
"Close 10","F#0","36","F#0_v36_e0_rr1 DPA CFIII.wav","-26.3","0.396","2.542","14.875","15.354","39.69"
"Close 10","F#0","45","F#0_v45_e0_rr1 DPA CFIII.wav","-23.8","0.458","1.75","13.708","14.25","38.54"
"Close 10","F#0","54","F#0_v54_e0_rr1 DPA CFIII.wav","-21.1","0.812","4.333","15.208","16.833","41.06"
"Close 10","F#0","63","F#0_v63_e0_rr1 DPA CFIII.wav","-18.9","0.021","0.104","7.188","8.938","33.12"
"Close 10","F#0","72","F#0_v72_e0_rr1 DPA CFIII.wav","-16.4","2.562","2.729","9.188","16.292","40.71"
"Close 10","F#0","81","F#0_v81_e0_rr1 DPA CFIII.wav","-14.1","0.375","5.104","11.042","18.646","43.08"
"Close 10","F#0","90","F#0_v90_e0_rr1 DPA CFIII.wav","-12.3","2.688","4.812","11.167","18.333","21.52"
"Close 10","F#0","99","F#0_v99_e0_rr1 DPA CFIII.wav","-10.7","2.771","3.271","8.688","16.812","41.29"
"Close 10","F#0","9","F#0_v9_e0_rr1 DPA CFIII.wav","-35.1","0","4.104","8.125","8.75","33.31"
"Close 10","F#1","108","F#1_v108_e0_rr1 DPA CFIII.wav","-8.1","0","1.208","1.958","6.104","39.83"
"Close 10","F#1","117","F#1_v117_e0_rr1 DPA CFIII.wav","-5.6","0.208","0.479","1.938","6.062","39.79"
"Close 10","F#1","127","F#1_v127_e0_rr1 DPA CFIII.wav","-4.7","0.042","0.333","1.625","6.062","39.77"
"Close 10","F#1","18","F#1_v18_e0_rr1 DPA CFIII.wav","-28.8","0.417","8.229","10.417","10.646","44.56"
"Close 10","F#1","36","F#1_v36_e0_rr1 DPA CFIII.wav","-27.5","0","0.167","1.375","2.5","36.31"
"Close 10","F#1","45","F#1_v45_e0_rr1 DPA CFIII.wav","-25","0","0.604","4.604","5.729","39.58"
"Close 10","F#1","54","F#1_v54_e0_rr1 DPA CFIII.wav","-22.3","0","0.854","13.542","14.583","59.27"
"Close 10","F#1","63","F#1_v63_e0_rr1 DPA CFIII.wav","-19.3","0.021","0.25","7.917","8.854","42.81"
"Close 10","F#1","72","F#1_v72_e0_rr1 DPA CFIII.wav","-16.5","0","0.396","7.729","8.854","42.75"
"Close 10","F#1","81","F#1_v81_e0_rr1 DPA CFIII.wav","-13.8","0","0.292","7.792","8.833","42.75"
"Close 10","F#1","90","F#1_v90_e0_rr1 DPA CFIII.wav","-13.1","0.292","0.438","7.854","8.875","42.79"
"Close 10","F#1","99","F#1_v99_e0_rr1 DPA CFIII.wav","-10.7","0","1.354","4.833","6","39.83"
"Close 10","F#1","9","F#1_v9_e0_rr1 DPA CFIII.wav","-32.1","0.021","0.667","1.667","1.958","35.88"
"Close 10","F#2","108","F#2_v108_e0_rr1 DPA CFIII.wav","-8","2.583","4.875","8.333","8.958","25.19"
"Close 10","F#2","117","F#2_v117_e0_rr1 DPA CFIII.wav","-5.3","0","4.917","8.312","8.958","25.17"
"Close 10","F#2","127","F#2_v127_e0_rr1 DPA CFIII.wav","-4.5","2","4.917","5.104","8.958","25.19"
"Close 10","F#2","18","F#2_v18_e0_rr1 DPA CFIII.wav","-31.1","0","0.333","4.167","4.417","20.67"
"Close 10","F#2","27","F#2_v27_e0_rr1 DPA CFIII.wav","-28.2","0.229","3.542","4.167","4.396","20.67"
"Close 10","F#2","45","F#2_v45_e0_rr1 DPA CFIII.wav","-26.9","0","0.354","4.188","4.417","15.25"
"Close 10","F#2","54","F#2_v54_e0_rr1 DPA CFIII.wav","-24.2","0.104","0.375","4.188","4.396","20.67"
"Close 10","F#2","63","F#2_v63_e0_rr1 DPA CFIII.wav","-20.9","0.104","0.292","4.062","4.229","20.5"
"Close 10","F#2","72","F#2_v72_e0_rr1 DPA CFIII.wav","-17.2","0","1.062","1.354","1.833","18.08"
"Close 10","F#2","81","F#2_v81_e0_rr1 DPA CFIII.wav","-14.1","0","1.438","3.167","3.792","14.65"
"Close 10","F#2","90","F#2_v90_e0_rr1 DPA CFIII.wav","-12.2","4.833","4.979","8.354","8.958","25.19"
"Close 10","F#2","99","F#2_v99_e0_rr1 DPA CFIII.wav","-10.2","2.542","4.938","8.271","8.917","25.12"
"Close 10","F#2","9","F#2_v9_e0_rr1 DPA CFIII.wav","-36.5","0.25","0.458","4.292","4.646","20.92"
"Close 10","F#3","108","F#3_v108_e0_rr1 DPA CFIII.wav","-5.3","2.667","2.875","4.25","4.542","88.65"
"Close 10","F#3","117","F#3_v117_e0_rr1 DPA CFIII.wav","-2.7","1.917","2.667","4.229","4.521","88.6"
"Close 10","F#3","127","F#3_v127_e0_rr1 DPA CFIII.wav","-2","0","2.562","4.229","4.521","88.58"
"Close 10","F#3","18","F#3_v18_e0_rr1 DPA CFIII.wav","-27.7","2.729","4.125","4.292","8.208","53.85"
"Close 10","F#3","27","F#3_v27_e0_rr1 DPA CFIII.wav","-26.3","0.583","1.958","2.125","5.979","51.67"
"Close 10","F#3","45","F#3_v45_e0_rr1 DPA CFIII.wav","-24.2","0.771","2.104","2.25","6.104","51.81"
"Close 10","F#3","54","F#3_v54_e0_rr1 DPA CFIII.wav","-21","1.438","6.979","7.083","7.438","99.54"
"Close 10","F#3","63","F#3_v63_e0_rr1 DPA CFIII.wav","-17.7","4.854","8.812","8.896","9.208","85.31"
"Close 10","F#3","72","F#3_v72_e0_rr1 DPA CFIII.wav","-14.6","7.312","8.833","8.896","9.208","93.35"
"Close 10","F#3","81","F#3_v81_e0_rr1 DPA CFIII.wav","-11.3","3.958","8.708","8.875","9.167","93.31"
"Close 10","F#3","90","F#3_v90_e0_rr1 DPA CFIII.wav","-10","7.229","7.354","8.896","9.188","93.33"
"Close 10","F#3","99","F#3_v99_e0_rr1 DPA CFIII.wav","-7.9","7.25","7.375","8.833","9.146","93.27"
"Close 10","F#3","9","F#3_v9_e0_rr1 DPA CFIII.wav","-33.2","0.833","2.438","2.667","7.771","52.27"
"Close 10","F#4","108","F#4_v108_e0_rr1 DPA CFIII.wav","-8.5","0","6.146","6.292","7.021","28.9"
"Close 10","F#4","117","F#4_v117_e0_rr1 DPA CFIII.wav","-6.3","0.146","6.042","6.167","7.021","28.9"
"Close 10","F#4","127","F#4_v127_e0_rr1 DPA CFIII.wav","-4.9","0","6.042","6.167","7","28.88"
"Close 10","F#4","18","F#4_v18_e0_rr1 DPA CFIII.wav","-49.1","0","0","6.417","8.146","29.5"
"Close 10","F#4","27","F#4_v27_e0_rr1 DPA CFIII.wav","-38.5","0","6.562","6.938","8.271","29.48"
"Close 10","F#4","36","F#4_v36_e0_rr1 DPA CFIII.wav","-34.6","0.188","6.521","7.396","8.833","29.42"
"Close 10","F#4","54","F#4_v54_e0_rr1 DPA CFIII.wav","-31.2","0.312","6.104","6.917","7.729","28.9"
"Close 10","F#4","63","F#4_v63_e0_rr1 DPA CFIII.wav","-27.1","1.458","6.146","6.938","8.417","28.9"
"Close 10","F#4","72","F#4_v72_e0_rr1 DPA CFIII.wav","-22.3","3.417","6.125","6.958","8.979","28.88"
"Close 10","F#4","81","F#4_v81_e0_rr1 DPA CFIII.wav","-17.9","4.458","6.125","6.938","7.708","28.88"
"Close 10","F#4","90","F#4_v90_e0_rr1 DPA CFIII.wav","-13.3","0","6.125","6.958","7.042","28.9"
"Close 10","F#4","99","F#4_v99_e0_rr1 DPA CFIII.wav","-11.3","1.604","6.125","6.292","7.021","28.9"
"Close 10","F#4","9","F#4_v9_e0_rr1 DPA CFIII.wav","-58.8","0","0","0.562","2.583","113.29"
"Close 10","F#6","108","F#6_v108_e0_rr1 DPA CFIII.wav","-11.8","8.708","8.854","9.208","9.375","16.77"
"Close 10","F#6","117","F#6_v117_e0_rr1 DPA CFIII.wav","-8.9","0.792","9.229","9.583","9.75","17.12"
"Close 10","F#6","127","F#6_v127_e0_rr1 DPA CFIII.wav","-8.3","0","9.021","9.625","9.75","12.48"
"Close 10","F#6","18","F#6_v18_e0_rr1 DPA CFIII.wav","-54.2","0","0","8.896","9.042","27.19"
"Close 10","F#6","27","F#6_v27_e0_rr1 DPA CFIII.wav","-43.5","0.062","7.688","8.438","8.979","15.48"
"Close 10","F#6","36","F#6_v36_e0_rr1 DPA CFIII.wav","-37.5","1.25","7.458","7.562","8.25","15.23"
"Close 10","F#6","63","F#6_v63_e0_rr1 DPA CFIII.wav","-32.5","4.271","7.458","7.542","8.208","15.21"
"Close 10","F#6","72","F#6_v72_e0_rr1 DPA CFIII.wav","-27","7.062","8.833","9.104","9.75","16.75"
"Close 10","F#6","81","F#6_v81_e0_rr1 DPA CFIII.wav","-21.7","8.792","8.854","9.146","9.771","16.77"
"Close 10","F#6","90","F#6_v90_e0_rr1 DPA CFIII.wav","-16.4","8.688","8.854","9.188","9.75","16.77"
"Close 10","F#6","99","F#6_v99_e0_rr1 DPA CFIII.wav","-14.8","8.708","8.854","9.208","9.688","16.77"
"Close 10","F#6","9","F#6_v9_e0_rr1 DPA CFIII.wav","-58.5","0","0","8.896","9.021","27.23"
"Close 11","G0","108","G0_v108_e0_rr1 DPA CFIII.wav","-10.3","2.417","4.396","8.167","12.375","20.4"
"Close 11","G0","117","G0_v117_e0_rr1 DPA CFIII.wav","-7.7","0","0","0.729","7.354","11.73"
"Close 11","G0","127","G0_v127_e0_rr1 DPA CFIII.wav","-6.6","0","0","0.625","7.292","11.71"
"Close 11","G0","18","G0_v18_e0_rr1 DPA CFIII.wav","-33.9","0","0.521","8.062","8.75","52.33"
"Close 11","G0","27","G0_v27_e0_rr1 DPA CFIII.wav","-32.7","0.021","0.625","8.208","8.792","52.35"
"Close 11","G0","36","G0_v36_e0_rr1 DPA CFIII.wav","-29.2","0.062","0.625","8.125","8.854","52.33"
"Close 11","G0","45","G0_v45_e0_rr1 DPA CFIII.wav","-25.7","0","4.375","13.625","17.333","61.06"
"Close 11","G0","54","G0_v54_e0_rr1 DPA CFIII.wav","-22.9","1.417","6.521","18.062","19.354","22.48"
"Close 11","G0","63","G0_v63_e0_rr1 DPA CFIII.wav","-20.7","0","0.729","7.958","13.583","16.71"
"Close 11","G0","72","G0_v72_e0_rr1 DPA CFIII.wav","-18.2","0.417","0.792","6.875","13.708","16.83"
"Close 11","G0","81","G0_v81_e0_rr1 DPA CFIII.wav","-15.7","0.021","0.208","3.771","11.667","14.81"
"Close 11","G0","90","G0_v90_e0_rr1 DPA CFIII.wav","-13.8","8.688","10.438","15.417","23.312","26.46"
"Close 11","G0","99","G0_v99_e0_rr1 DPA CFIII.wav","-12.2","2.854","5.646","9.5","18.5","21.67"
"Close 11","G0","9","G0_v9_e0_rr1 DPA CFIII.wav","-38.5","0.146","0.458","3.792","4.396","10.23"
"Close 11","G1","108","G1_v108_e0_rr1 DPA CFIII.wav","-8.4","0","0.812","1","8.979","103.21"
"Close 11","G1","117","G1_v117_e0_rr1 DPA CFIII.wav","-5.9","0.208","0.812","0.979","8.979","39.67"
"Close 11","G1","127","G1_v127_e0_rr1 DPA CFIII.wav","-5","0.812","0.854","1","9","39.67"
"Close 11","G1","18","G1_v18_e0_rr1 DPA CFIII.wav","-30.1","0.146","0.292","0.667","1.562","55.1"
"Close 11","G1","36","G1_v36_e0_rr1 DPA CFIII.wav","-28.1","0","2.562","6.417","7.333","81.23"
"Close 11","G1","45","G1_v45_e0_rr1 DPA CFIII.wav","-25.3","0","1.375","11.458","12.521","86.38"
"Close 11","G1","54","G1_v54_e0_rr1 DPA CFIII.wav","-22.8","0.229","2.938","7.854","8.854","82.77"
"Close 11","G1","63","G1_v63_e0_rr1 DPA CFIII.wav","-19.7","0.688","0.854","8","8.917","103.19"
"Close 11","G1","72","G1_v72_e0_rr1 DPA CFIII.wav","-16.5","0.25","0.958","8.062","9.021","103.27"
"Close 11","G1","81","G1_v81_e0_rr1 DPA CFIII.wav","-13.9","0.354","0.896","8.042","8.958","103.21"
"Close 11","G1","90","G1_v90_e0_rr1 DPA CFIII.wav","-12.7","0.812","0.938","8.062","8.979","103.23"
"Close 11","G1","99","G1_v99_e0_rr1 DPA CFIII.wav","-10.8","0.792","0.917","8.042","8.979","103.21"
"Close 11","G1","9","G1_v9_e0_rr1 DPA CFIII.wav","-34.8","0","5.125","8.146","8.438","82.38"
"Close 11","G2","108","G2_v108_e0_rr1 DPA CFIII.wav","-8.7","0","5.125","5.271","8.5","19.58"
